NUM_TURNO;NUM_ZONA;NUM_SECAO;DESCRICAO_CARGO;NUM_VOTAVEL;QTDE_VOTOS
2;145;544;PREFEITO;95;5
2;145;544;PREFEITO;96;12
2;145;545;PREFEITO;12;115
2;145;545;PREFEITO;20;187
2;145;545;PREFEITO;95;7
2;145;545;PREFEITO;96;10
2;145;546;PREFEITO;12;98
2;145;546;PREFEITO;20;196
2;145;546;PREFEITO;95;4
2;145;546;PREFEITO;96;11
2;145;547;PREFEITO;12;100
2;145;547;PREFEITO;20;110
2;145;547;PREFEITO;95;2
2;145;547;PREFEITO;96;7
2;145;548;PREFEITO;12;93
2;145;548;PREFEITO;20;104
2;145;548;PREFEITO;95;4
2;145;548;PREFEITO;96;8
2;145;549;PREFEITO;12;92
2;145;549;PREFEITO;20;113
2;145;549;PREFEITO;95;4
2;145;549;PREFEITO;96;9
2;145;550;PREFEITO;12;104
2;145;550;PREFEITO;20;96
2;145;550;PREFEITO;95;6
2;145;550;PREFEITO;96;9
2;145;551;PREFEITO;12;104
2;145;551;PREFEITO;20;103
2;145;551;PREFEITO;95;6
2;145;551;PREFEITO;96;6
2;145;552;PREFEITO;12;93
2;145;552;PREFEITO;20;104
2;145;552;PREFEITO;95;6
2;145;552;PREFEITO;96;7
2;145;553;PREFEITO;12;129
2;145;553;PREFEITO;20;155
2;145;553;PREFEITO;95;4
2;145;553;PREFEITO;96;11
2;145;554;PREFEITO;12;134
2;145;554;PREFEITO;20;164
2;145;554;PREFEITO;95;6
2;145;554;PREFEITO;96;11
2;145;555;PREFEITO;12;130
2;145;555;PREFEITO;20;163
2;145;555;PREFEITO;95;11
2;145;555;PREFEITO;96;11
2;145;556;PREFEITO;12;144
2;145;556;PREFEITO;20;161
2;145;556;PREFEITO;95;7
2;145;556;PREFEITO;96;10
2;145;557;PREFEITO;12;125
2;145;557;PREFEITO;20;175
2;145;557;PREFEITO;95;8
2;145;557;PREFEITO;96;8
2;145;558;PREFEITO;12;127
2;145;558;PREFEITO;20;164
2;145;558;PREFEITO;95;10
2;145;558;PREFEITO;96;15
2;145;563;PREFEITO;12;125
2;145;563;PREFEITO;20;181
2;145;563;PREFEITO;95;9
2;145;563;PREFEITO;96;7
2;145;564;PREFEITO;12;139
2;145;564;PREFEITO;20;156
2;145;564;PREFEITO;95;5
2;145;564;PREFEITO;96;3
2;145;565;PREFEITO;12;111
2;145;565;PREFEITO;20;131
2;145;565;PREFEITO;95;3
2;145;565;PREFEITO;96;10
2;145;566;PREFEITO;12;129
2;145;566;PREFEITO;20;168
2;145;566;PREFEITO;95;9
2;145;566;PREFEITO;96;13
2;145;567;PREFEITO;12;91
2;145;567;PREFEITO;20;104
2;145;567;PREFEITO;95;3
2;145;567;PREFEITO;96;8
2;145;568;PREFEITO;12;151
2;145;568;PREFEITO;20;137
2;145;568;PREFEITO;95;6
2;145;568;PREFEITO;96;13
2;145;569;PREFEITO;12;118
2;145;569;PREFEITO;20;160
2;145;569;PREFEITO;95;3
2;145;569;PREFEITO;96;9
2;145;570;PREFEITO;12;122
2;145;570;PREFEITO;20;182
2;145;570;PREFEITO;95;4
2;145;570;PREFEITO;96;14
2;145;571;PREFEITO;12;133
2;145;571;PREFEITO;20;164
2;145;571;PREFEITO;95;6
2;145;571;PREFEITO;96;3
2;145;572;PREFEITO;12;118
2;145;572;PREFEITO;20;164
2;145;572;PREFEITO;95;6
2;145;572;PREFEITO;96;5
2;145;573;PREFEITO;12;124
2;145;573;PREFEITO;20;175
2;145;573;PREFEITO;95;11
2;145;573;PREFEITO;96;8
2;145;574;PREFEITO;12;107
2;145;574;PREFEITO;20;179
2;145;574;PREFEITO;95;7
2;145;574;PREFEITO;96;7
2;145;575;PREFEITO;12;87
2;145;575;PREFEITO;20;127
2;145;575;PREFEITO;95;4
2;145;575;PREFEITO;96;9
2;145;576;PREFEITO;12;136
2;145;576;PREFEITO;20;162
2;145;576;PREFEITO;95;5
2;145;576;PREFEITO;96;6
2;145;577;PREFEITO;12;150
2;145;577;PREFEITO;20;138
2;145;577;PREFEITO;95;7
2;145;577;PREFEITO;96;14
2;145;578;PREFEITO;12;143
2;145;578;PREFEITO;20;154
2;145;578;PREFEITO;95;7
2;145;578;PREFEITO;96;13
2;145;579;PREFEITO;12;139
2;145;579;PREFEITO;20;148
2;145;579;PREFEITO;95;9
2;145;579;PREFEITO;96;8
2;145;700;PREFEITO;12;154
2;145;700;PREFEITO;20;173
2;145;700;PREFEITO;95;7
2;145;700;PREFEITO;96;3
2;145;701;PREFEITO;12;114
2;145;701;PREFEITO;20;171
2;145;701;PREFEITO;95;10
2;145;701;PREFEITO;96;6
2;145;702;PREFEITO;12;148
2;145;702;PREFEITO;20;155
2;145;702;PREFEITO;95;4
2;145;702;PREFEITO;96;15
2;145;703;PREFEITO;12;161
2;145;703;PREFEITO;20;133
2;145;703;PREFEITO;95;5
2;145;703;PREFEITO;96;16
2;145;704;PREFEITO;12;101
2;145;704;PREFEITO;20;194
2;145;704;PREFEITO;95;12
2;145;704;PREFEITO;96;8
2;145;705;PREFEITO;12;123
2;145;705;PREFEITO;20;170
2;145;705;PREFEITO;95;7
2;145;705;PREFEITO;96;8
2;145;706;PREFEITO;12;107
2;145;706;PREFEITO;20;181
2;145;706;PREFEITO;95;5
2;145;706;PREFEITO;96;6
2;145;707;PREFEITO;12;123
2;145;707;PREFEITO;20;195
2;145;707;PREFEITO;95;4
2;145;707;PREFEITO;96;9
2;145;708;PREFEITO;12;151
2;145;708;PREFEITO;20;154
2;145;708;PREFEITO;95;8
2;145;708;PREFEITO;96;6
2;145;709;PREFEITO;12;143
2;145;709;PREFEITO;20;153
2;145;709;PREFEITO;95;7
2;145;709;PREFEITO;96;11
2;145;710;PREFEITO;12;119
2;145;710;PREFEITO;20;148
2;145;710;PREFEITO;95;5
2;145;710;PREFEITO;96;11
2;145;711;PREFEITO;12;130
2;145;711;PREFEITO;20;187
2;145;711;PREFEITO;95;12
2;145;711;PREFEITO;96;6
2;145;712;PREFEITO;12;186
2;145;712;PREFEITO;20;114
2;145;712;PREFEITO;95;8
2;145;712;PREFEITO;96;16
2;145;713;PREFEITO;12;127
2;145;713;PREFEITO;20;165
2;145;713;PREFEITO;95;9
2;145;713;PREFEITO;96;9
2;145;714;PREFEITO;12;128
2;145;714;PREFEITO;20;181
2;145;714;PREFEITO;95;5
2;145;714;PREFEITO;96;10
2;145;715;PREFEITO;12;140
2;145;715;PREFEITO;20;171
2;145;715;PREFEITO;95;3
2;145;715;PREFEITO;96;10
2;145;716;PREFEITO;12;97
2;145;716;PREFEITO;20;189
2;145;716;PREFEITO;95;6
2;145;716;PREFEITO;96;8
2;145;717;PREFEITO;12;160
2;145;717;PREFEITO;20;125
2;145;717;PREFEITO;95;7
2;145;717;PREFEITO;96;25
2;145;718;PREFEITO;12;115
2;145;718;PREFEITO;20;171
2;145;718;PREFEITO;95;7
2;145;718;PREFEITO;96;13
2;145;719;PREFEITO;12;127
2;145;719;PREFEITO;20;161
2;145;719;PREFEITO;95;6
2;145;719;PREFEITO;96;13
2;145;720;PREFEITO;12;154
2;145;720;PREFEITO;20;165
2;145;720;PREFEITO;95;9
2;145;720;PREFEITO;96;9
2;145;721;PREFEITO;12;105
2;145;721;PREFEITO;20;152
2;145;721;PREFEITO;95;5
2;145;721;PREFEITO;96;9
2;145;722;PREFEITO;12;121
2;145;722;PREFEITO;20;168
2;145;722;PREFEITO;95;10
2;145;722;PREFEITO;96;9
2;145;723;PREFEITO;12;133
2;145;723;PREFEITO;20;150
2;145;723;PREFEITO;95;10
2;145;723;PREFEITO;96;17
2;145;724;PREFEITO;12;133
2;145;724;PREFEITO;20;174
2;145;724;PREFEITO;95;11
2;145;724;PREFEITO;96;12
2;145;725;PREFEITO;12;141
2;145;725;PREFEITO;20;161
2;145;725;PREFEITO;95;7
2;145;725;PREFEITO;96;12
2;145;726;PREFEITO;12;110
2;145;726;PREFEITO;20;184
2;145;726;PREFEITO;95;2
2;145;726;PREFEITO;96;11
2;145;727;PREFEITO;12;132
2;145;727;PREFEITO;20;153
2;145;727;PREFEITO;95;6
2;145;727;PREFEITO;96;8
2;174;1;PREFEITO;12;117
2;174;1;PREFEITO;20;66
2;174;1;PREFEITO;95;3
2;174;1;PREFEITO;96;5
2;174;2;PREFEITO;12;102
2;174;2;PREFEITO;20;67
2;174;2;PREFEITO;95;7
2;174;2;PREFEITO;96;6
2;145;580;PREFEITO;12;81
2;145;580;PREFEITO;20;161
2;145;580;PREFEITO;95;4
2;145;580;PREFEITO;96;11
2;145;581;PREFEITO;12;116
2;145;581;PREFEITO;20;176
2;145;581;PREFEITO;95;4
2;145;581;PREFEITO;96;11
2;145;582;PREFEITO;12;146
2;145;582;PREFEITO;20;118
2;145;582;PREFEITO;95;2
2;145;582;PREFEITO;96;12
2;145;583;PREFEITO;12;120
2;145;583;PREFEITO;20;178
2;145;583;PREFEITO;95;8
2;145;583;PREFEITO;96;7
2;145;584;PREFEITO;12;147
2;145;584;PREFEITO;20;156
2;145;584;PREFEITO;95;10
2;145;584;PREFEITO;96;7
2;145;585;PREFEITO;12;129
2;145;585;PREFEITO;20;175
2;145;585;PREFEITO;95;5
2;145;585;PREFEITO;96;10
2;145;586;PREFEITO;12;134
2;145;586;PREFEITO;20;180
2;145;586;PREFEITO;95;13
2;145;586;PREFEITO;96;5
2;145;587;PREFEITO;12;117
2;145;587;PREFEITO;20;177
2;145;587;PREFEITO;95;7
2;145;587;PREFEITO;96;12
2;145;588;PREFEITO;12;131
2;145;588;PREFEITO;20;162
2;145;588;PREFEITO;95;5
2;145;588;PREFEITO;96;9
2;145;589;PREFEITO;12;92
2;145;589;PREFEITO;20;152
2;145;589;PREFEITO;95;3
2;145;589;PREFEITO;96;5
2;145;350;PREFEITO;12;131
2;145;350;PREFEITO;20;155
2;145;350;PREFEITO;95;8
2;145;350;PREFEITO;96;10
2;145;351;PREFEITO;12;144
2;145;351;PREFEITO;20;151
2;145;351;PREFEITO;95;8
2;145;351;PREFEITO;96;11
2;145;352;PREFEITO;12;130
2;145;352;PREFEITO;20;150
2;145;352;PREFEITO;95;7
2;145;352;PREFEITO;96;17
2;145;353;PREFEITO;12;143
2;145;353;PREFEITO;20;146
2;145;353;PREFEITO;95;7
2;145;353;PREFEITO;96;12
2;145;354;PREFEITO;12;143
2;145;354;PREFEITO;20;160
2;145;354;PREFEITO;95;8
2;145;354;PREFEITO;96;13
2;145;355;PREFEITO;12;147
2;145;355;PREFEITO;20;165
2;145;355;PREFEITO;95;6
2;145;355;PREFEITO;96;7
2;145;356;PREFEITO;12;152
2;145;356;PREFEITO;20;158
2;145;356;PREFEITO;95;6
2;145;356;PREFEITO;96;10
2;145;357;PREFEITO;12;129
2;145;357;PREFEITO;20;166
2;145;357;PREFEITO;95;13
2;145;357;PREFEITO;96;15
2;145;358;PREFEITO;12;119
2;145;358;PREFEITO;20;120
2;145;358;PREFEITO;95;7
2;145;358;PREFEITO;96;6
2;145;359;PREFEITO;12;126
2;145;359;PREFEITO;20;147
2;145;359;PREFEITO;95;9
2;145;359;PREFEITO;96;10
2;145;360;PREFEITO;12;136
2;145;360;PREFEITO;20;150
2;145;360;PREFEITO;95;11
2;145;360;PREFEITO;96;11
2;145;361;PREFEITO;12;145
2;145;361;PREFEITO;20;143
2;145;361;PREFEITO;95;6
2;145;361;PREFEITO;96;12
2;145;362;PREFEITO;12;151
2;145;362;PREFEITO;20;145
2;145;362;PREFEITO;95;8
2;145;362;PREFEITO;96;8
2;145;363;PREFEITO;12;141
2;145;363;PREFEITO;20;135
2;145;363;PREFEITO;95;9
2;145;363;PREFEITO;96;13
2;145;364;PREFEITO;12;157
2;145;364;PREFEITO;20;130
2;145;364;PREFEITO;95;6
2;145;364;PREFEITO;96;14
2;145;365;PREFEITO;12;152
2;145;365;PREFEITO;20;141
2;145;365;PREFEITO;95;8
2;145;365;PREFEITO;96;7
2;145;366;PREFEITO;12;159
2;145;366;PREFEITO;20;124
2;145;366;PREFEITO;95;7
2;145;366;PREFEITO;96;13
2;145;367;PREFEITO;12;167
2;145;367;PREFEITO;20;144
2;145;367;PREFEITO;95;4
2;145;367;PREFEITO;96;6
2;145;368;PREFEITO;12;169
2;145;368;PREFEITO;20;143
2;145;368;PREFEITO;95;9
2;145;368;PREFEITO;96;6
2;145;369;PREFEITO;12;160
2;145;369;PREFEITO;20;138
2;145;369;PREFEITO;95;7
2;145;369;PREFEITO;96;16
2;145;370;PREFEITO;12;154
2;145;370;PREFEITO;20;152
2;145;370;PREFEITO;95;4
2;145;370;PREFEITO;96;9
2;145;371;PREFEITO;12;150
2;145;371;PREFEITO;20;146
2;145;371;PREFEITO;95;8
2;145;371;PREFEITO;96;9
2;145;372;PREFEITO;12;145
2;145;372;PREFEITO;20;151
2;145;372;PREFEITO;95;9
2;145;372;PREFEITO;96;15
2;145;373;PREFEITO;12;144
2;145;373;PREFEITO;20;134
2;145;373;PREFEITO;95;3
2;145;373;PREFEITO;96;9
2;145;374;PREFEITO;12;143
2;145;374;PREFEITO;20;143
2;145;374;PREFEITO;95;7
2;145;374;PREFEITO;96;17
2;145;375;PREFEITO;12;140
2;145;375;PREFEITO;20;138
2;145;375;PREFEITO;95;8
2;145;375;PREFEITO;96;20
2;145;376;PREFEITO;12;145
2;145;376;PREFEITO;20;148
2;145;376;PREFEITO;95;4
2;145;376;PREFEITO;96;16
2;145;377;PREFEITO;12;151
2;145;377;PREFEITO;20;124
2;145;377;PREFEITO;95;8
2;145;377;PREFEITO;96;14
2;145;378;PREFEITO;12;138
2;145;378;PREFEITO;20;156
2;145;378;PREFEITO;95;8
2;145;378;PREFEITO;96;13
2;145;379;PREFEITO;12;138
2;145;379;PREFEITO;20;153
2;145;379;PREFEITO;95;10
2;145;379;PREFEITO;96;13
2;145;380;PREFEITO;12;137
2;145;380;PREFEITO;20;151
2;145;380;PREFEITO;95;9
2;145;380;PREFEITO;96;8
2;145;381;PREFEITO;12;135
2;145;381;PREFEITO;20;153
2;145;381;PREFEITO;95;7
2;145;381;PREFEITO;96;12
2;145;382;PREFEITO;12;151
2;145;382;PREFEITO;20;145
2;145;382;PREFEITO;95;7
2;145;382;PREFEITO;96;11
2;145;391;PREFEITO;12;172
2;145;391;PREFEITO;20;124
2;145;391;PREFEITO;95;10
2;145;391;PREFEITO;96;9
2;145;392;PREFEITO;12;189
2;145;392;PREFEITO;20;122
2;145;392;PREFEITO;95;6
2;145;392;PREFEITO;96;9
2;145;393;PREFEITO;12;192
2;145;393;PREFEITO;20;115
2;145;393;PREFEITO;95;8
2;145;393;PREFEITO;96;10
2;145;394;PREFEITO;12;173
2;145;394;PREFEITO;20;115
2;145;394;PREFEITO;95;4
2;145;394;PREFEITO;96;10
2;145;395;PREFEITO;12;173
2;145;395;PREFEITO;20;122
2;145;395;PREFEITO;95;7
2;145;395;PREFEITO;96;9
2;145;396;PREFEITO;12;161
2;145;396;PREFEITO;20;107
2;145;396;PREFEITO;95;3
2;145;396;PREFEITO;96;6
2;145;397;PREFEITO;12;183
2;145;397;PREFEITO;20;129
2;145;397;PREFEITO;95;8
2;145;397;PREFEITO;96;9
2;145;398;PREFEITO;12;57
2;145;398;PREFEITO;20;61
2;145;398;PREFEITO;95;2
2;145;398;PREFEITO;96;8
2;145;399;PREFEITO;12;116
2;145;399;PREFEITO;20;101
2;145;399;PREFEITO;95;8
2;145;399;PREFEITO;96;10
2;2;461;PREFEITO;12;200
2;2;461;PREFEITO;20;37
2;2;461;PREFEITO;95;8
2;2;461;PREFEITO;96;20
2;2;462;PREFEITO;12;169
2;2;462;PREFEITO;20;102
2;2;462;PREFEITO;95;2
2;2;462;PREFEITO;96;15
2;2;463;PREFEITO;12;226
2;2;463;PREFEITO;20;52
2;2;463;PREFEITO;95;7
2;2;463;PREFEITO;96;8
2;2;464;PREFEITO;12;185
2;2;464;PREFEITO;20;55
2;2;464;PREFEITO;95;7
2;2;464;PREFEITO;96;17
2;2;465;PREFEITO;12;193
2;2;465;PREFEITO;20;94
2;2;465;PREFEITO;95;4
2;2;465;PREFEITO;96;11
2;2;466;PREFEITO;12;200
2;2;466;PREFEITO;20;89
2;2;466;PREFEITO;95;14
2;2;466;PREFEITO;96;14
2;2;467;PREFEITO;12;175
2;2;467;PREFEITO;20;110
2;2;467;PREFEITO;95;10
2;2;467;PREFEITO;96;21
2;2;468;PREFEITO;12;177
2;2;468;PREFEITO;20;61
2;2;468;PREFEITO;95;5
2;2;468;PREFEITO;96;12
2;2;469;PREFEITO;12;168
2;2;469;PREFEITO;20;59
2;2;469;PREFEITO;95;6
2;2;469;PREFEITO;96;15
2;2;470;PREFEITO;12;214
2;2;470;PREFEITO;20;43
2;2;470;PREFEITO;95;11
2;2;470;PREFEITO;96;14
2;2;471;PREFEITO;12;155
2;2;471;PREFEITO;20;110
2;2;471;PREFEITO;95;9
2;2;471;PREFEITO;96;18
2;145;630;PREFEITO;12;147
2;145;630;PREFEITO;20;109
2;145;630;PREFEITO;95;13
2;145;630;PREFEITO;96;15
2;145;631;PREFEITO;12;145
2;145;631;PREFEITO;20;178
2;145;631;PREFEITO;95;8
2;145;631;PREFEITO;96;11
2;145;632;PREFEITO;12;127
2;145;632;PREFEITO;20;127
2;145;632;PREFEITO;95;7
2;145;632;PREFEITO;96;11
2;145;633;PREFEITO;12;119
2;145;633;PREFEITO;20;87
2;145;633;PREFEITO;95;5
2;145;633;PREFEITO;96;10
2;145;634;PREFEITO;12;202
2;145;634;PREFEITO;20;110
2;145;634;PREFEITO;95;12
2;145;634;PREFEITO;96;18
2;145;635;PREFEITO;12;126
2;145;635;PREFEITO;20;190
2;145;635;PREFEITO;95;5
2;145;635;PREFEITO;96;12
2;145;636;PREFEITO;12;146
2;145;636;PREFEITO;20;161
2;145;636;PREFEITO;95;8
2;145;636;PREFEITO;96;15
2;145;637;PREFEITO;12;163
2;145;637;PREFEITO;20;143
2;145;637;PREFEITO;95;4
2;174;3;PREFEITO;12;91
2;174;3;PREFEITO;20;72
2;174;3;PREFEITO;95;6
2;174;3;PREFEITO;96;13
2;174;4;PREFEITO;12;93
2;174;4;PREFEITO;20;62
2;174;4;PREFEITO;95;2
2;174;4;PREFEITO;96;8
2;174;5;PREFEITO;12;101
2;174;5;PREFEITO;20;75
2;174;5;PREFEITO;95;2
2;174;5;PREFEITO;96;6
2;174;6;PREFEITO;12;95
2;174;6;PREFEITO;20;75
2;174;6;PREFEITO;95;5
2;174;6;PREFEITO;96;3
2;174;7;PREFEITO;12;113
2;174;7;PREFEITO;20;108
2;174;7;PREFEITO;95;8
2;174;7;PREFEITO;96;6
2;174;8;PREFEITO;12;123
2;174;8;PREFEITO;20;75
2;174;8;PREFEITO;95;10
2;174;8;PREFEITO;96;16
2;174;9;PREFEITO;12;100
2;174;9;PREFEITO;20;107
2;174;9;PREFEITO;95;3
2;174;9;PREFEITO;96;12
2;174;10;PREFEITO;12;110
2;174;10;PREFEITO;20;106
2;174;10;PREFEITO;95;4
2;174;10;PREFEITO;96;6
2;174;11;PREFEITO;12;100
2;174;11;PREFEITO;20;59
2;174;11;PREFEITO;95;3
2;174;11;PREFEITO;96;7
2;174;12;PREFEITO;12;114
2;174;12;PREFEITO;20;108
2;174;12;PREFEITO;95;6
2;174;12;PREFEITO;96;8
2;145;471;PREFEITO;12;134
2;145;471;PREFEITO;20;177
2;145;471;PREFEITO;95;4
2;145;471;PREFEITO;96;10
2;145;474;PREFEITO;12;175
2;145;474;PREFEITO;20;116
2;145;474;PREFEITO;95;5
2;145;474;PREFEITO;96;14
2;145;475;PREFEITO;12;183
2;145;475;PREFEITO;20;126
2;145;475;PREFEITO;95;2
2;145;475;PREFEITO;96;15
2;145;478;PREFEITO;12;101
2;145;478;PREFEITO;20;118
2;145;478;PREFEITO;95;2
2;145;478;PREFEITO;96;10
2;145;480;PREFEITO;12;149
2;145;480;PREFEITO;20;148
2;145;480;PREFEITO;95;5
2;145;480;PREFEITO;96;10
2;145;481;PREFEITO;12;139
2;145;481;PREFEITO;20;157
2;145;481;PREFEITO;95;6
2;145;481;PREFEITO;96;11
2;145;483;PREFEITO;12;126
2;145;483;PREFEITO;20;179
2;145;483;PREFEITO;95;9
2;145;483;PREFEITO;96;9
2;145;486;PREFEITO;12;139
2;145;486;PREFEITO;20;150
2;145;486;PREFEITO;95;5
2;145;486;PREFEITO;96;11
2;145;487;PREFEITO;12;130
2;145;487;PREFEITO;20;136
2;145;487;PREFEITO;95;4
2;145;487;PREFEITO;96;11
2;145;488;PREFEITO;12;139
2;145;488;PREFEITO;20;155
2;145;488;PREFEITO;95;3
2;145;488;PREFEITO;96;5
2;145;489;PREFEITO;12;132
2;145;489;PREFEITO;20;169
2;145;489;PREFEITO;95;5
2;145;489;PREFEITO;96;8
2;145;490;PREFEITO;12;127
2;145;490;PREFEITO;20;180
2;145;490;PREFEITO;95;2
2;145;490;PREFEITO;96;7
2;145;491;PREFEITO;12;126
2;145;491;PREFEITO;20;172
2;145;491;PREFEITO;95;4
2;145;491;PREFEITO;96;12
2;145;493;PREFEITO;12;133
2;145;493;PREFEITO;20;164
2;145;493;PREFEITO;95;5
2;145;493;PREFEITO;96;3
2;145;494;PREFEITO;12;144
2;145;494;PREFEITO;20;152
2;145;494;PREFEITO;95;11
2;145;494;PREFEITO;96;11
2;145;495;PREFEITO;12;154
2;145;495;PREFEITO;20;141
2;145;495;PREFEITO;95;7
2;145;495;PREFEITO;96;12
2;145;496;PREFEITO;12;151
2;145;496;PREFEITO;20;144
2;145;496;PREFEITO;95;5
2;145;496;PREFEITO;96;7
2;145;497;PREFEITO;12;130
2;145;497;PREFEITO;20;162
2;145;497;PREFEITO;95;8
2;145;497;PREFEITO;96;12
2;145;498;PREFEITO;12;132
2;145;498;PREFEITO;20;155
2;145;498;PREFEITO;95;2
2;145;498;PREFEITO;96;14
2;145;499;PREFEITO;12;117
2;145;499;PREFEITO;20;170
2;145;499;PREFEITO;95;6
2;145;499;PREFEITO;96;9
2;145;500;PREFEITO;12;103
2;145;500;PREFEITO;20;68
2;145;500;PREFEITO;95;3
2;145;500;PREFEITO;96;5
2;145;501;PREFEITO;12;157
2;145;501;PREFEITO;20;135
2;145;501;PREFEITO;95;6
2;145;501;PREFEITO;96;12
2;145;502;PREFEITO;12;119
2;145;502;PREFEITO;20;167
2;145;502;PREFEITO;95;14
2;145;502;PREFEITO;96;7
2;145;503;PREFEITO;12;151
2;145;503;PREFEITO;20;151
2;145;503;PREFEITO;95;6
2;145;503;PREFEITO;96;8
2;145;504;PREFEITO;12;131
2;145;504;PREFEITO;20;117
2;145;504;PREFEITO;95;3
2;145;504;PREFEITO;96;11
2;145;505;PREFEITO;12;140
2;145;505;PREFEITO;20;153
2;145;505;PREFEITO;95;6
2;145;505;PREFEITO;96;12
2;145;506;PREFEITO;12;99
2;145;506;PREFEITO;20;147
2;145;506;PREFEITO;95;5
2;145;506;PREFEITO;96;4
2;145;507;PREFEITO;12;122
2;145;507;PREFEITO;20;93
2;145;507;PREFEITO;95;4
2;145;507;PREFEITO;96;11
2;145;508;PREFEITO;12;93
2;145;508;PREFEITO;20;154
2;145;508;PREFEITO;95;5
2;145;508;PREFEITO;96;3
2;145;509;PREFEITO;12;137
2;145;509;PREFEITO;20;155
2;145;509;PREFEITO;95;3
2;145;509;PREFEITO;96;9
2;145;510;PREFEITO;12;125
2;145;510;PREFEITO;20;158
2;145;510;PREFEITO;95;10
2;145;510;PREFEITO;96;18
2;145;511;PREFEITO;12;143
2;145;511;PREFEITO;20;155
2;145;511;PREFEITO;95;8
2;145;511;PREFEITO;96;8
2;145;512;PREFEITO;12;87
2;145;512;PREFEITO;20;79
2;145;512;PREFEITO;95;2
2;145;512;PREFEITO;96;3
2;145;513;PREFEITO;12;123
2;145;513;PREFEITO;20;157
2;145;513;PREFEITO;95;4
2;145;513;PREFEITO;96;15
2;145;514;PREFEITO;12;163
2;145;514;PREFEITO;20;159
2;145;514;PREFEITO;95;6
2;145;514;PREFEITO;96;7
2;145;515;PREFEITO;12;127
2;145;515;PREFEITO;20;169
2;145;515;PREFEITO;95;2
2;145;515;PREFEITO;96;12
2;145;516;PREFEITO;12;128
2;145;516;PREFEITO;20;167
2;145;516;PREFEITO;95;11
2;145;516;PREFEITO;96;6
2;145;517;PREFEITO;12;90
2;145;517;PREFEITO;20;139
2;145;517;PREFEITO;95;11
2;145;517;PREFEITO;96;7
2;145;518;PREFEITO;12;132
2;145;518;PREFEITO;20;167
2;145;518;PREFEITO;95;7
2;145;518;PREFEITO;96;5
2;4;600;PREFEITO;12;257
2;4;600;PREFEITO;20;82
2;4;600;PREFEITO;95;8
2;4;600;PREFEITO;96;14
2;4;601;PREFEITO;12;243
2;4;601;PREFEITO;20;92
2;4;601;PREFEITO;95;9
2;4;601;PREFEITO;96;17
2;4;602;PREFEITO;12;256
2;4;602;PREFEITO;20;79
2;4;602;PREFEITO;95;5
2;4;602;PREFEITO;96;20
2;4;603;PREFEITO;12;247
2;4;603;PREFEITO;20;84
2;4;603;PREFEITO;95;9
2;4;603;PREFEITO;96;19
2;176;20;PREFEITO;12;83
2;176;20;PREFEITO;20;46
2;176;20;PREFEITO;95;5
2;176;20;PREFEITO;96;6
2;176;21;PREFEITO;12;138
2;176;21;PREFEITO;20;116
2;176;21;PREFEITO;95;9
2;176;21;PREFEITO;96;4
2;176;22;PREFEITO;12;139
2;176;22;PREFEITO;20;105
2;176;22;PREFEITO;95;6
2;176;22;PREFEITO;96;12
2;176;23;PREFEITO;12;136
2;176;23;PREFEITO;20;108
2;176;23;PREFEITO;95;5
2;176;23;PREFEITO;96;13
2;176;24;PREFEITO;12;120
2;176;24;PREFEITO;20;115
2;176;24;PREFEITO;95;11
2;176;24;PREFEITO;96;11
2;176;25;PREFEITO;12;140
2;176;25;PREFEITO;20;102
2;176;25;PREFEITO;95;8
2;176;25;PREFEITO;96;7
2;176;26;PREFEITO;12;136
2;176;26;PREFEITO;20;112
2;176;26;PREFEITO;95;4
2;176;26;PREFEITO;96;9
2;176;27;PREFEITO;12;151
2;176;27;PREFEITO;20;97
2;176;27;PREFEITO;95;8
2;176;27;PREFEITO;96;12
2;176;28;PREFEITO;12;119
2;176;28;PREFEITO;20;120
2;176;28;PREFEITO;95;8
2;176;28;PREFEITO;96;5
2;176;29;PREFEITO;12;137
2;176;29;PREFEITO;20;116
2;176;29;PREFEITO;95;4
2;176;29;PREFEITO;96;8
2;176;30;PREFEITO;12;125
2;176;30;PREFEITO;20;124
2;176;30;PREFEITO;95;7
2;176;30;PREFEITO;96;9
2;176;31;PREFEITO;12;186
2;176;31;PREFEITO;20;101
2;176;31;PREFEITO;95;10
2;176;31;PREFEITO;96;5
2;176;32;PREFEITO;12;153
2;176;32;PREFEITO;20;112
2;176;32;PREFEITO;95;8
2;176;32;PREFEITO;96;13
2;176;33;PREFEITO;12;170
2;176;33;PREFEITO;20;110
2;176;33;PREFEITO;95;3
2;176;33;PREFEITO;96;9
2;176;34;PREFEITO;12;171
2;176;34;PREFEITO;20;98
2;176;34;PREFEITO;95;2
2;176;34;PREFEITO;96;15
2;176;35;PREFEITO;12;167
2;176;35;PREFEITO;20;109
2;176;35;PREFEITO;95;10
2;176;35;PREFEITO;96;13
2;176;36;PREFEITO;12;188
2;176;36;PREFEITO;20;88
2;176;36;PREFEITO;95;12
2;176;36;PREFEITO;96;10
2;176;37;PREFEITO;12;161
2;176;37;PREFEITO;20;110
2;176;37;PREFEITO;95;7
2;176;37;PREFEITO;96;7
2;176;38;PREFEITO;12;146
2;176;38;PREFEITO;20;114
2;176;38;PREFEITO;95;9
2;176;38;PREFEITO;96;15
2;176;39;PREFEITO;12;169
2;176;39;PREFEITO;20;129
