NUM_TURNO;DESCRICAO_CARGO;NOME_CANDIDATO;SEQUENCIAL_CANDIDATO;NUMERO_CANDIDATO;DES_SITUACAO_CANDIDATURA;NUMERO_PARTIDO;SIGLA_PARTIDO;NOME_PARTIDO;DESCRICAO_OCUPACAO;DATA_NASCIMENTO;DESCRICAO_SEXO;DESCRICAO_GRAU_INSTRUCAO;DESC_SIT_TOT_TURNO
1;VEREADOR;APARECIDO DA CONCEIÇÃO;31655;27456;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;22/06/1951;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;APARECIDO MASSARANDUBA DE ALMEIDA;7707;31111;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;SERVIDOR PÚBLICO MUNICIPAL;01/10/1972;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;ARAMIS CORDEIRO;26719;17156;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;06/02/1953;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;ARGENTIL BARBOSA;31658;27002;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;OUTROS;15/09/1952;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
1;VEREADOR;ARILSON DE FREITAS;90;11200;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;COMERCIANTE;29/01/1975;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SUPLENTE
1;VEREADOR;ARISTIDES SALVADOR PALAZZO;22069;10345;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;DESPACHANTE;28/12/1959;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ARIVALDO MENDES MIRANDA;33251;70456;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;AGENTE POSTAL;26/08/1964;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;ARMANDO BEDENE JUNIOR;31028;44333;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SERVIDOR PÚBLICO ESTADUAL;12/06/1962;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ARMANDO OBLADEN FILHO;7596;43002;DEFERIDO;43;PV;PARTIDO VERDE;SERVIDOR PÚBLICO FEDERAL;08/02/1961;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;ARNALDO MAZZA BORGES;7462;33005;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ADMINISTRADOR;22/07/1951;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;ARNO EMILIO GERSTENBERGER JUNIOR;30484;65777;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SERVIDOR PÚBLICO MUNICIPAL;16/12/1967;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;AUGUSTINHO PASKO;26556;23723;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;EMPRESÁRIO;27/05/1976;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;AURÉLIO GARCIA PALHARES;7852;20001;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;EMPRESÁRIO;20/01/1983;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;AZEVIR DIOGO DOS SANTOS;22074;10555;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;28/05/1949;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;BEATRIZ DO ROCIO ANDREGUETTO ORASMO;91;11711;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;OUTROS;10/11/1955;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;BEATRIZ FREIRE RODRIGUES;22079;10510;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;20/06/1961;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;BENEDITO LIMA;7597;43198;DEFERIDO;43;PV;PARTIDO VERDE;COBRADOR DE TRANSPORTE COLETIVO;23/09/1969;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;BENJAMIN PEREZ MAIA;7708;13222;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;PROFESSOR DE ENSINO MÉDIO;12/11/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;BERQUELEI MATHEUS COSTA;7464;33041;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;REPRESENTANTE COMERCIAL;26/10/1981;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;BERTULINO DA CRUZ VIEIRA;36304;12045;RENÚNCIA;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;03/05/1958;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;#NULO#
1;VEREADOR;BILAL BRAYTIH;31970;36000;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;EMPRESÁRIO;27/08/1972;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;BRUNO VANHONI;7709;13333;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;08/01/1982;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;BRUNO VILLANI SOUZA;7598;43315;DEFERIDO;43;PV;PARTIDO VERDE;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;04/02/1985;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;CARLA DUARTE FERREIRA;7466;33825;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CONTADOR;26/11/1976;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS ALBERTO DAGUIS LIMA;32291;28840;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PUBLICITÁRIO;31/01/1977;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS ALBERTO DE PAULA SOUZA;26557;23321;RENÚNCIA;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;21/11/1959;MASCULINO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;CARLOS ALBERTO EGGER RODRIGUES;7853;20600;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;GERENTE;31/01/1957;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CARLOS ALBERTO MACHADO;7854;20420;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;10/02/1952;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CARLOS ALBERTO MAIA;30485;65999;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;DESENHISTA;08/04/1968;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS ALBERTO MOURA SANTOS;32292;28123;RENÚNCIA;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;CABELEIREIRO E BARBEIRO;17/04/1959;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;#NULO#
1;VEREADOR;CARLOS ALBERTO SCHMIDT;31661;27364;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;COMERCIÁRIO;02/03/1964;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS DO REGO ALMEIDA FILHO;7273;40456;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;EMPRESÁRIO;04/02/1967;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CARLOS EDSON SCHNEIDER;32293;28060;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;COMERCIANTE;18/05/1960;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS EDUARDO DE OLIVEIRA BRASIL;7274;40041;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;OUTROS;29/03/1956;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CARLOS EDUARDO LAURENTINO;7855;20655;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;OUTROS;01/10/1970;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;CARLOS HENRIQUE SÁ DE FERRANTE;31029;44123;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;SERVIDOR PÚBLICO FEDERAL;14/01/1957;MASCULINO;SUPERIOR COMPLETO;MÉDIA
1;VEREADOR;CARLOS HUGO REYES;7599;43014;DEFERIDO;43;PV;PARTIDO VERDE;ESCRITOR E CRÍTICO;18/01/1948;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CARLOS JACOMINI FIDELIS;31664;27200;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;OUTROS;14/09/1948;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS ROBERTO ALVES;7468;33777;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;04/01/1964;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CARLOS ROBERTO CARNEIRO;92;11456;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;OUTROS;01/05/1958;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CARLOS ROBERTO MISCOLI;31666;27001;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;EMPRESÁRIO;21/07/1967;MASCULINO;SUPERIOR INCOMPLETO;NÃO ELEITO
1;VEREADOR;CARMEN CHAVES SOARES;7275;40160;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;AGENTE DE SAÚDE E SANITARISTA;16/07/1957;FEMININO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CAROLINA BATISTÃO DE SOUZA;7856;20567;INDEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;13/01/1943;FEMININO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;CATARINA TAVARES DA SILVA;28648;15815;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MÉDICO;17/02/1957;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CAXIAS RIBAS;26559;23113;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;MÉDICO;13/12/1959;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CELIO DAS NEVES;30486;65123;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;CONTADOR;14/05/1965;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CELIO RICARDO CARNEIRO;7276;40459;INDEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;OUTROS;23/11/1973;MASCULINO;ENSINO MÉDIO INCOMPLETO;#NULO#
1;VEREADOR;CELSO FELIPE DE ARAUJO;26721;17456;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ODONTÓLOGO;05/03/1963;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CELSO GARCIA DA SILVA;28248;12125;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;01/01/1958;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CELSO TORQUATO;7898;45000;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;VEREADOR;17/10/1945;MASCULINO;ENSINO MÉDIO COMPLETO;ELEITO
1;VEREADOR;CENIRA TRINDADE DOS  SANTOS;31668;27137;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;ENFERMEIRO;19/10/1961;FEMININO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
1;VEREADOR;CESAR ALBERTO TAVARES DE OLIVEIRA;36437;14156;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;OUTROS;28/06/1963;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CESLAU ELIAS MAKOVISKI;22085;10003;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS;18/07/1969;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CESÁRIO RICARDO MARCONCIN;28649;15006;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;ADVOGADO;09/10/1975;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CEZAR ROSSI;31971;36123;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;RELOJOEIRO E MONTADOR DE INSTRUMENTO DE PRECISÃO;03/08/1960;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CHARLES FRIEDRICH JUNIOR;7470;33888;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;ADMINISTRADOR;03/02/1955;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CHARLUAN GAMBALLE CORREIA;7600;43020;DEFERIDO;43;PV;PARTIDO VERDE;MÚSICO;12/04/1988;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;CHRISTIANE ELIZABETH RIGHETTO;12174;50027;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;DESENHISTA;27/02/1963;FEMININO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CIBELE ANTONIA KARAM DOS SANTOS BOND;7899;45008;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;SERVIDOR PÚBLICO MUNICIPAL;10/01/1959;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CLAUDIA REGINA MACHADO;26561;23300;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;PROFESSOR DE ENSINO MÉDIO;31/12/1971;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CLAUDINEI CESAR KLOSS;7601;43113;DEFERIDO;43;PV;PARTIDO VERDE;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;30/10/1977;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;CLAUDINEI DE NOVAES;30487;65133;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;SERVIDOR PÚBLICO ESTADUAL;27/09/1964;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
1;VEREADOR;CLAUDINEY CIAMPI;7277;40412;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;AGENTE DE SAÚDE E SANITARISTA;30/12/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;CLAUDIO ANTONIO OKULSKI MARIANO;34404;28888;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES;04/10/1952;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CLAUDIO DE SOUZA SANTOS;32294;14100;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;AUXILIAR DE LABORATÓRIO;29/05/1970;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CLAUDIO DOMINGOS IOVANOVITCHI;7900;45567;RENÚNCIA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;25/10/1957;MASCULINO;SUPERIOR COMPLETO;#NULO#
1;VEREADOR;CLAUDOMIRO NOVATZKI;28250;12133;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;OUTROS;18/10/1970;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;CLEINTON CALDEIRA;26563;23111;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;ADVOGADO;28/07/1943;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CLEMENTINO TOMAZ VIEIRA;28650;15547;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;08/02/1963;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;CLEVERSON FRAGOSO;7901;45222;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;15/05/1980;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CLEVERSON FRANK TOMAZ;7602;43888;DEFERIDO;43;PV;PARTIDO VERDE;COMERCIÁRIO;13/05/1976;MASCULINO;ENSINO MÉDIO INCOMPLETO;SUPLENTE
1;VEREADOR;CLÁUDIO JUSTINO SPANHOL;7857;20700;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;ODONTÓLOGO;09/03/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;COLATINO DE CASTRO NETO;32295;14567;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;COMERCIANTE;07/01/1950;MASCULINO;ENSINO MÉDIO COMPLETO;NÃO ELEITO
1;VEREADOR;CRISTIAM GABRIEL;28252;12400;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PROFESSOR DE ENSINO MÉDIO;13/03/1974;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;CRISTIANE FERRER MARGARIDI;36439;28228;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;ADVOGADO;25/06/1970;FEMININO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;CRISTIANE FONSECA RIBEIRO;32296;28001;RENÚNCIA;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;15/10/1965;FEMININO;ENSINO MÉDIO COMPLETO;#NULO#
1;VEREADOR;CRISTIANO BATISTA DE JESUS;7858;20520;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;COMERCIANTE;12/10/1974;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;CÉLIO ANDRADE DA SILVA;7859;20777;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;ANALISTA DE SISTEMAS;29/04/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DALTON RENAN DE FRANÇA;93;11222;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;COMERCIANTE;16/09/1972;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;DANIEL DOMINGUES DOS SANTOS;7780;25970;DEFERIDO;25;DEM;DEMOCRATAS;OUTROS;19/11/1970;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;DARCIO ARMANDO BARRICHELO;31670;27010;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;EMPRESÁRIO;08/05/1947;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;DARCY ANDRADE DOS SANTOS;26565;23999;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;OUTROS;28/01/1955;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DARIO CAMARGO JUNIOR;7603;43111;DEFERIDO;43;PV;PARTIDO VERDE;POLICIAL MILITAR;30/03/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DAURA DA CONCEIÇÃO PINTO CARNEIRO;7710;13070;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;RELAÇÕES-PÚBLICAS;25/12/1940;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DAVI COSTA DE MATOS;7472;33213;DEFERIDO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;EMPRESÁRIO;31/08/1965;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;DAYSE MAY RICCIO;7604;43334;DEFERIDO;43;PV;PARTIDO VERDE;ADVOGADO;21/11/1960;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DELCIO AUGUSTO RASERA;32297;28102;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;06/01/1958;MASCULINO;ENSINO MÉDIO INCOMPLETO;NÃO ELEITO
1;VEREADOR;DELSO MORETTI FILHO;32298;14400;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;30/07/1969;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;NÃO ELEITO
1;VEREADOR;DENILSON PIRES DA SILVA;7781;25825;DEFERIDO;25;DEM;DEMOCRATAS;OUTROS;02/11/1968;MASCULINO;ENSINO MÉDIO COMPLETO;ELEITO
1;VEREADOR;DENIS CAETANO;7860;20400;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;PROFESSOR DE ENSINO FUNDAMENTAL;12/01/1964;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DENISE MOREIRA MAY;7782;25555;DEFERIDO;25;DEM;DEMOCRATAS;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;12/09/1964;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DENISE NOHAMA;7605;43051;DEFERIDO;43;PV;PARTIDO VERDE;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;02/07/1960;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DEOCAR ANTUNES DE LIMA;28651;15190;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;OUTROS;15/04/1960;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DEVANSIR RODRIGUES;22090;10013;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;OUTROS;17/10/1971;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;DINARTE RODRIGUES DA SILVA;32299;28078;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;OUTROS;23/03/1964;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;DIONE CAETANA GOMES DO NASCIMENTO;7278;40415;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;DONA DE CASA;15/11/1966;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;DIRCEU DOMINGO FERNANDES;7279;40933;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;EMPRESÁRIO;22/04/1955;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SUPLENTE
1;VEREADOR;DIRCEU MOREIRA CARRIEL;26722;17100;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;ADMINISTRADOR;13/07/1969;MASCULINO;SUPERIOR COMPLETO;ELEITO
1;VEREADOR;DIVINA ORTILIANO DOS SANTOS;7280;40224;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;OUTROS;21/05/1954;FEMININO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DIVINO APARECIDO DOS SANTOS;7902;45005;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;CONTADOR;13/05/1966;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;DIVINO MARINHO DE OLIVEIRA;26724;17650;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;COMERCIANTE;06/08/1951;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;DJALMA DE OLIVEIRA PEDRO;28652;15215;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;SERVIDOR PÚBLICO FEDERAL;10/08/1965;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DOATICO ALCIDES ALVES DOS SANTOS;28653;15015;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;SERVIDOR PÚBLICO ESTADUAL;14/09/1957;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;DONIZETE APARECIDO RORIZ;7711;13021;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;INDUSTRIAL;21/01/1975;MASCULINO;SUPERIOR INCOMPLETO;SUPLENTE
1;VEREADOR;DORILDA COMELI;28254;12011;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;ADMINISTRADOR;11/08/1956;FEMININO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DORVAL AUGUSTO LUIZ DOS SANTOS;7712;13020;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;ADMINISTRADOR;21/07/1969;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;DOURIVAL BRAZ SIMÕES;28256;12111;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;EMPRESÁRIO;14/02/1952;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
1;VEREADOR;EBERTON CHEUTCHUK;31672;27666;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;DIGITADOR;11/07/1981;MASCULINO;SUPERIOR COMPLETO;NÃO ELEITO
1;VEREADOR;EDELCIO PEDRO JACOMASSI;7783;25002;DEFERIDO;25;DEM;DEMOCRATAS;ECONOMISTA;22/05/1960;MASCULINO;SUPERIOR COMPLETO;SUPLENTE
1;VEREADOR;EDER DE SOUZA;7606;43765;DEFERIDO;43;PV;PARTIDO VERDE;POLICIAL MILITAR;21/08/1965;MASCULINO;ENSINO MÉDIO COMPLETO;SUPLENTE
