NUMERO_ZONA;CODIGO_CARGO;NUMERO_CAND;SQ_CANDIDATO;NOME_CANDIDATO;NOME_URNA_CANDIDATO;DESCRICAO_CARGO;COD_SIT_CAND_SUPERIOR;DESC_SIT_CAND_SUPERIOR;CODIGO_SIT_CANDIDATO;DESC_SIT_CANDIDATO;CODIGO_SIT_CAND_TOT;DESC_SIT_CAND_TOT;NUMERO_PARTIDO;SIGLA_PARTIDO;NOME_PARTIDO;SEQUENCIAL_LEGENDA;NOME_COLIGACAO;COMPOSICAO_LEGENDA;TOTAL_VOTOS
174;13;13121;1,6E+11;EUSTAQUIO MOREIRA DOS SANTOS;EUSTAQUIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;119
175;13;20157;1,6E+11;ANA CARMEN DE OLIVEIRA;ARQUITETA ANA CARMEN;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;3
4;13;17001;1,6E+11;ADRIANO GOMES STACHECZYN;ADRIANO GOMES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;7
176;13;17027;1,6E+11;LAUZINA PEREIRA;LAUZINA PEREIRA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;1
176;13;14246;1,6E+11;ELIENE GUEDES;ELIENE GUEDES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;0
145;13;11613;1,6E+11;JOEL DE OLIVEIRA REIKDAL;REIKDAL;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;13
145;13;13121;1,6E+11;EUSTAQUIO MOREIRA DOS SANTOS;EUSTAQUIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;229
1;13;15420;1,6E+11;ANDRE FERREIRA FEIGES;ANDRÉ FEIGES;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;422
175;13;40456;1,6E+11;MÁRCIO DA SILVEIRA MARINS;MÁRCIO MARINS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;25
175;13;40555;1,6E+11;ALZENIR TOSCAN;ITA TOSCAN;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;168
4;13;23789;1,6E+11;BERNARDINO ROBERTO DE CARVALHO;BETO CARVALHO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;7
1;13;23029;1,6E+11;INDIA MARA SAAD PENTEADO FERREIRA;INDIA MARA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;2
176;13;23029;1,6E+11;INDIA MARA SAAD PENTEADO FERREIRA;INDIA MARA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;3
4;13;22190;1,6E+11;WANDERLEI JEOVAL DA SILVA;JEOVAI ZICO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;20
4;13;20123;1,6E+11;JORGE ISMAEL CORDEIRO;JORGE CORDEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;300
145;13;13000;1,6E+11;JONNY MAGALHÃES STICA;JONNY STICA;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;776
4;13;70707;1,6E+11;LAERCIO LOPES DE ARAUJO;DR LAÉRCIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;56
145;13;70707;1,6E+11;LAERCIO LOPES DE ARAUJO;DR LAÉRCIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;43
174;13;20320;1,6E+11;ERIKA WANDEMBRUCK ALVES;ERIKA WANDEMBRUCK;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;33
3;13;43993;1,6E+11;PATRICIA AUGUSTA HETZEL SILVA;PATRICIA AUGUSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;160
177;13;40777;1,6E+11;JOAO CARLOS SANTANA;JOÃO SANTANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;815
178;13;40777;1,6E+11;JOAO CARLOS SANTANA;JOÃO SANTANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;136
3;13;36355;1,6E+11;OSNI JOSE RIBEIRO;OSNI PEIXEIRO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;91
2;13;27123;1,6E+11;JOSÉ CARLOS CHICARELLI;CHICARELLI;VEREADOR;12;APTO;2;DEFERIDO;3;ELEITO POR MÉDIA;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;397
174;13;44775;1,6E+11;CLAUDEMIR ALVES DE OLIVEIRA;TUCA ALVES;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;145
175;13;44300;1,6E+11;BALBINO TEODORO DA SILVA;BALBINO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;37
175;13;11444;1,6E+11;MAURICIO DANIEL COSTA;COSTA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;10
178;13;11888;1,6E+11;SERGIO MARIO CAPORASSO;SERGIO CAPORASSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;523
3;13;14007;1,6E+11;CECILIO MAÇANEIRO JUNIOR;CECILIO MAÇANEIRO JR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;7
1;13;13156;1,6E+11;DORIVAL DE ALMEIDA;VIANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;9
2;13;13024;1,6E+11;JULIANA INEZ LUIZ DE SOUZA;JULIANA SOUZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;113
4;13;70100;1,6E+11;MARCELO EDUARDO PIENARO CHRISÓSTOMO;MARCELO CHRISÓSTOMO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;67
2;13;20777;1,6E+11;ESPERANÇA MINERVINI ROMERO FONTES GOMES;ESPERANÇA MINERVINI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;296
145;13;20777;1,6E+11;ESPERANÇA MINERVINI ROMERO FONTES GOMES;ESPERANÇA MINERVINI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;244
177;13;20011;1,6E+11;HELIO CARDOSO LINS;HELINHO LINS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;28
4;13;19775;1,6E+11;MARCIO BEDNARZ CUBAS;MARCIO CUBAS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;6
175;13;17004;1,6E+11;REGUINA RIBASKI;REGINA RIBASKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;5
4;13;36355;1,6E+11;OSNI JOSE RIBEIRO;OSNI PEIXEIRO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;3
2;13;27033;1,6E+11;JOSÉ LEONEL;ZÉ GORDO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;57
1;13;23600;1,6E+11;TONY MARCELO PERUSSOLO;TONY;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;3
177;13;45655;1,6E+11;GILBERTO PIRES DOS SANTOS;BETO MORAES;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;122
3;13;44300;1,6E+11;BALBINO TEODORO DA SILVA;BALBINO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;6
145;13;44265;1,6E+11;SÉRGIO AUGUSTO SATURNO;SERGIO SATURNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;8
178;13;23012;1,6E+11;CLAUDIO CARDOSO DA SILVA;CLAUDIO CARDOSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;3
175;13;20001;1,6E+11;GUSTAVO DE SANTA CRUZ ARRUDA;GUSTAVO ARRUDA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;21
3;13;12051;1,6E+11;SAMIRA MOHSEN SAKHR TOMÉ;SAMIRA TOMÉ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;95
3;13;36040;1,6E+11;RUTE BRAVO DOS SANTOS DA SILVA;RUTE BRAVO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;0
4;13;36040;1,6E+11;RUTE BRAVO DOS SANTOS DA SILVA;RUTE BRAVO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;0
177;13;36040;1,6E+11;RUTE BRAVO DOS SANTOS DA SILVA;RUTE BRAVO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;0
178;13;36040;1,6E+11;RUTE BRAVO DOS SANTOS DA SILVA;RUTE BRAVO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;0
145;13;27123;1,6E+11;JOSÉ CARLOS CHICARELLI;CHICARELLI;VEREADOR;12;APTO;2;DEFERIDO;3;ELEITO POR MÉDIA;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;239
1;13;50707;1,6E+11;LUIZ CARLOS VIEIRA;VIEIRA;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;20
1;13;36355;1,6E+11;OSNI JOSE RIBEIRO;OSNI PEIXEIRO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;12
176;13;27100;1,6E+11;IVO ROBERTO DA SILVA;IVO ROBERTO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;247
175;13;44265;1,6E+11;SÉRGIO AUGUSTO SATURNO;SERGIO SATURNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;8
178;13;44265;1,6E+11;SÉRGIO AUGUSTO SATURNO;SERGIO SATURNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;4
178;13;12051;1,6E+11;SAMIRA MOHSEN SAKHR TOMÉ;SAMIRA TOMÉ;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;24
4;13;13156;1,6E+11;DORIVAL DE ALMEIDA;VIANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;87
4;13;13024;1,6E+11;JULIANA INEZ LUIZ DE SOUZA;JULIANA SOUZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;13;PT;PARTIDO DOS TRABALHADORES;1,6E+11;PDT/PT/PV;PDT / PT / PV;64
178;13;11111;1,6E+11;DANIEL CORDEIRO;DANIEL CORDEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;57
176;13;17300;1,6E+11;PAULO FRANCISCO SURIANO;PAULO FRANCISCO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;5
174;13;14543;1,6E+11;NEY JOAO RIBAS DE ANDRADE;NEY DO BONANZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;21
176;13;43190;1,6E+11;CRISTIANO PEREIRA DOS SANTOS;CRISTIANO SANTOS;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;722
175;13;36355;1,6E+11;OSNI JOSE RIBEIRO;OSNI PEIXEIRO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;4
177;13;27100;1,6E+11;IVO ROBERTO DA SILVA;IVO ROBERTO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;23
176;13;45655;1,6E+11;GILBERTO PIRES DOS SANTOS;BETO MORAES;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;189
176;13;44775;1,6E+11;CLAUDEMIR ALVES DE OLIVEIRA;TUCA ALVES;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;7
4;13;44265;1,6E+11;SÉRGIO AUGUSTO SATURNO;SERGIO SATURNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;47
176;13;70707;1,6E+11;LAERCIO LOPES DE ARAUJO;DR LAÉRCIO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;49
174;13;70100;1,6E+11;MARCELO EDUARDO PIENARO CHRISÓSTOMO;MARCELO CHRISÓSTOMO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;12
177;13;50005;1,6E+11;JAQUES MARIO BRAND;JAQUES BRAND;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;73
1;13;19100;1,6E+11;RAQUEL WELL SENA PEREIRA;RAQUEL WELL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;1
4;13;19100;1,6E+11;RAQUEL WELL SENA PEREIRA;RAQUEL WELL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;19;PTN;PARTIDO TRABALHISTA NACIONAL;1,6E+11;CURITIBA MAIS FORTE;PTN / PTC;4
145;13;17300;1,6E+11;PAULO FRANCISCO SURIANO;PAULO FRANCISCO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;17;PSL;PARTIDO SOCIAL LIBERAL;1,6E+11;PARTIDO ISOLADO;PSL;234
175;13;50050;1,6E+11;JOSE JUVANCI DA SILVA;JUVANCI;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;1,6E+11;PARTIDO ISOLADO;PSOL;23
2;13;14543;1,6E+11;NEY JOAO RIBAS DE ANDRADE;NEY DO BONANZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;9
145;13;14122;1,6E+11;EMIDIA APARECIDA DULLA DE SOUZA;NEGA SOUZA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;176
174;13;44123;1,6E+11;FABIANO DOS SANTOS;FABIANO DOS SANTOS;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;165
3;13;43123;1,6E+11;CHARLUAN GAMBALLE CORREIA;CHARLUAN;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;109
177;13;43190;1,6E+11;CRISTIANO PEREIRA DOS SANTOS;CRISTIANO SANTOS;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;43;PV;PARTIDO VERDE;1,6E+11;PDT/PT/PV;PDT / PT / PV;497
4;13;40199;1,6E+11;HERNANI DA SILVA;HERNANI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;31
176;13;27770;1,6E+11;OLGA MARGOT MACEDO;OLGA MACEDO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;2
1;13;23020;1,6E+11;PAULO CESAR VELOSO;PAULO VELOSO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;40
3;13;44265;1,6E+11;SÉRGIO AUGUSTO SATURNO;SERGIO SATURNO;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PRP;10
1;13;40777;1,6E+11;JOAO CARLOS SANTANA;JOÃO SANTANA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;116
145;13;27033;1,6E+11;JOSÉ LEONEL;ZÉ GORDO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;93
175;13;27398;1,6E+11;ALDAIR PAULO DOS SANTOS FERREIRA;ALDAIR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;1,6E+11;PARTIDO ISOLADO;PSDC;99
145;13;22345;1,6E+11;AGENOR DE SOUZA LEAL NETO;AGENOR LEAL;VEREADOR;12;APTO;2;DEFERIDO;4;NÃO ELEITO;22;PR;PARTIDO DA REPÚBLICA;1,6E+11;INOVA CURITIBA;PR / PC do B;115
4;13;11123;1,6E+11;FRANCISCO MOREIRA DE LIMA JUNIOR;MOREIRA JUNIOR;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;17
175;13;14777;1,6E+11;LEANDRO GESIEL ALBANSKI;LEANDRO ALBANSKI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;250
177;13;15963;1,6E+11;CESÁRIO RICARDO MARCONCIN;CESÁRIO RICARDO MARCONCIN;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PMDB;81
178;13;14041;1,6E+11;MIRIAM DE SOUZA PERINE;MIRIAN PERINE;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;27
4;13;14450;1,6E+11;HELIO GARCIA VIEIRA;HELIO GARCIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1,6E+11;PARTIDO ISOLADO;PTB;7
176;13;40590;1,6E+11;ELI JOSE RIBEIRO;ELI RIBEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;49
178;13;45777;1,6E+11;MIRIAN DE GODOY BUENO SENEGAGLIA;MIRIAN SENEGAGLIA;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1,6E+11;UNIDOS POR CURITIBA;PRB / DEM / PHS / PMN / PSB / PSDB / PSD;78
176;13;23280;1,6E+11;EDVIN PIO RIGOTTI;RIGOTTI;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;23;PPS;PARTIDO POPULAR SOCIALISTA;1,6E+11;PARTIDO ISOLADO;PPS;33
174;13;20456;1,6E+11;JESSE ALVES CORDEIRO;JESSÉ CORDEIRO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;29
175;13;20222;1,6E+11;ALEX DESONE DE LARA VAZ;ALEX RATO;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;20;PSC;PARTIDO SOCIAL CRISTÃO;1,6E+11;CURITIBA NOVAS IDEIAS;PSC / PT do B;30
175;13;12345;1,6E+11;TITO ZEGLIN;TITO ZEGLIN;VEREADOR;12;APTO;2;DEFERIDO;2;ELEITO POR QP;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;1,6E+11;PDT/PT/PV;PDT / PT / PV;2470
176;13;11117;1,6E+11;EDVILSON DIAS DO NASCIMENTO;EDVILSON DIAS;VEREADOR;12;APTO;2;DEFERIDO;5;SUPLENTE;11;PP;PARTIDO PROGRESSISTA;1,6E+11;PARTIDO ISOLADO;PP;12
